Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR10039640,embryo invitro day 8,RNA-Seq,299,4661180197,PRJNA562548,SAMN12643601,1937059435,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774630,GSM4050265,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050265,embryo,SRP219759
SRR10039642,embryo invitro day 8,RNA-Seq,299,4303765824,PRJNA562548,SAMN12643599,1743417432,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774640,GSM4050267,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050267,embryo,SRP219759
SRR10039643,embryo invitro day 8,RNA-Seq,299,4947905611,PRJNA562548,SAMN12643598,2007097147,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774641,GSM4050268,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050268,embryo,SRP219759
SRR10039644,embryo invitro day 8,RNA-Seq,299,3870682274,PRJNA562548,SAMN12643597,1622272876,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774642,GSM4050269,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050269,embryo,SRP219759
SRR10039645,embryo invitro day 8,RNA-Seq,299,4890511605,PRJNA562548,SAMN12643714,1981763783,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774643,GSM4050270,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050270,embryo,SRP219759
SRR10039646,embryo invitro day 8,RNA-Seq,299,4784680526,PRJNA562548,SAMN12643656,1876688937,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774644,GSM4050271,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050271,embryo,SRP219759
SRR10039647,embryo invitro day 8,RNA-Seq,299,4143185916,PRJNA562548,SAMN12643655,1652105708,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774645,GSM4050272,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050272,embryo,SRP219759
SRR10039648,embryo invitro day 8,RNA-Seq,299,4984825805,PRJNA562548,SAMN12643718,2084306668,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774646,GSM4050273,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050273,embryo,SRP219759
SRR10039649,embryo invitro day 8,RNA-Seq,299,4577018795,PRJNA562548,SAMN12643717,1911763032,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774655,GSM4050274,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050274,embryo,SRP219759
SRR10039650,embryo invitro day 8,RNA-Seq,299,4676437856,PRJNA562548,SAMN12643716,1980078842,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774656,GSM4050275,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050275,embryo,SRP219759
SRR10039651,embryo invitro day 8,RNA-Seq,299,3803872464,PRJNA562548,SAMN12643715,1585564070,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774657,GSM4050276,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050276,embryo,SRP219759
SRR10039652,embryo invitro day 8,RNA-Seq,299,4696232629,PRJNA562548,SAMN12643713,1963252613,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774658,GSM4050277,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050277,embryo,SRP219759
SRR10039653,embryo invitro day 8,RNA-Seq,299,4702563681,PRJNA562548,SAMN12643712,1961485139,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774659,GSM4050278,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050278,embryo,SRP219759
SRR10039654,embryo invitro day 8,RNA-Seq,299,4921034212,PRJNA562548,SAMN12643711,2020612962,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774660,GSM4050279,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050279,embryo,SRP219759
SRR10039655,embryo invitro day 8,RNA-Seq,299,4724313875,PRJNA562548,SAMN12643710,1971905089,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774661,GSM4050280,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050280,embryo,SRP219759
SRR10039656,embryo invitro day 8,RNA-Seq,299,4728601696,PRJNA562548,SAMN12643709,1959723458,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774662,GSM4050281,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050281,embryo,SRP219759
SRR10039657,embryo invitro day 8,RNA-Seq,299,4869435265,PRJNA562548,SAMN12643707,2026168552,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774671,GSM4050282,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050282,embryo,SRP219759
SRR10039658,embryo invitro day 8,RNA-Seq,299,4927649004,PRJNA562548,SAMN12643706,2045091589,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774672,GSM4050283,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050283,embryo,SRP219759
SRR10039659,embryo invitro day 8,RNA-Seq,299,4733407083,PRJNA562548,SAMN12643704,1978877729,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774673,GSM4050284,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050284,embryo,SRP219759
SRR10039660,embryo invitro day 8,RNA-Seq,299,3921957081,PRJNA562548,SAMN12643703,1609370913,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774674,GSM4050285,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050285,embryo,SRP219759
SRR10039661,embryo invitro day 8,RNA-Seq,299,4418362353,PRJNA562548,SAMN12643701,1825332545,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774675,GSM4050286,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050286,embryo,SRP219759
SRR10039662,embryo invitro day 8,RNA-Seq,299,4634184827,PRJNA562548,SAMN12643700,1931604162,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774676,GSM4050287,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050287,embryo,SRP219759
SRR10039663,embryo invitro day 8,RNA-Seq,299,5073447809,PRJNA562548,SAMN12643699,2103690421,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774677,GSM4050288,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050288,embryo,SRP219759
SRR10039664,embryo invitro day 8,RNA-Seq,299,4778239868,PRJNA562548,SAMN12643698,1974389377,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774678,GSM4050289,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050289,embryo,SRP219759
SRR10039665,embryo invitro day 8,RNA-Seq,299,4852100731,PRJNA562548,SAMN12643696,2013094736,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774687,GSM4050290,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050290,embryo,SRP219759
SRR10039667,embryo invitro day 8,RNA-Seq,299,4903145364,PRJNA562548,SAMN12643694,2034173852,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774689,GSM4050292,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050292,embryo,SRP219759
SRR10039668,embryo invitro day 8,RNA-Seq,299,4554811869,PRJNA562548,SAMN12643693,1882058412,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774690,GSM4050293,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050293,embryo,SRP219759
SRR10039669,embryo invitro day 8,RNA-Seq,299,4895311422,PRJNA562548,SAMN12643692,2030776073,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774691,GSM4050294,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050294,embryo,SRP219759
SRR10039670,embryo invitro day 8,RNA-Seq,299,4380115598,PRJNA562548,SAMN12643691,1824579594,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774692,GSM4050295,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050295,embryo,SRP219759
SRR10039671,embryo invitro day 8,RNA-Seq,299,4981715010,PRJNA562548,SAMN12643690,2083951816,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774693,GSM4050296,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050296,embryo,SRP219759
SRR10039672,embryo invitro day 8,RNA-Seq,299,4869435603,PRJNA562548,SAMN12643689,1800130324,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774694,GSM4050297,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050297,embryo,SRP219759
SRR10039673,embryo invitro day 8,RNA-Seq,299,4722138519,PRJNA562548,SAMN12643561,1753782747,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774703,GSM4050298,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050298,embryo,SRP219759
SRR10039674,embryo invitro day 8,RNA-Seq,299,4733484280,PRJNA562548,SAMN12643688,1738560307,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774704,GSM4050299,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050299,embryo,SRP219759
SRR10039675,embryo invitro day 8,RNA-Seq,299,4669362729,PRJNA562548,SAMN12643739,1718991845,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774705,GSM4050300,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050300,embryo,SRP219759
SRR10039676,embryo invitro day 8,RNA-Seq,299,4435159423,PRJNA562548,SAMN12643566,1811247938,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774706,GSM4050301,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050301,embryo,SRP219759
SRR10039677,embryo invitro day 8,RNA-Seq,299,4392740663,PRJNA562548,SAMN12643565,1608695531,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774707,GSM4050302,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050302,embryo,SRP219759
SRR10039678,embryo invitro day 8,RNA-Seq,299,5032742710,PRJNA562548,SAMN12643564,2014301293,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774708,GSM4050303,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050303,embryo,SRP219759
SRR10039679,embryo invitro day 8,RNA-Seq,299,4756408834,PRJNA562548,SAMN12643563,1844325812,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774709,GSM4050304,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050304,embryo,SRP219759
SRR10039680,embryo invitro day 8,RNA-Seq,299,5014784240,PRJNA562548,SAMN12643562,1842730491,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774710,GSM4050305,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050305,embryo,SRP219759
SRR10039681,embryo invitro day 8,RNA-Seq,299,4882923560,PRJNA562548,SAMN12643560,1824044234,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774719,GSM4050306,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050306,embryo,SRP219759
SRR10039682,embryo invitro day 8,RNA-Seq,299,4703199386,PRJNA562548,SAMN12643559,1913434438,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774720,GSM4050307,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050307,embryo,SRP219759
SRR10039683,embryo invitro day 8,RNA-Seq,299,5056855971,PRJNA562548,SAMN12643558,1989041014,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774721,GSM4050308,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050308,embryo,SRP219759
SRR10039685,embryo invitro day 9,RNA-Seq,299,4891521150,PRJNA562548,SAMN12643556,1904033912,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774723,GSM4050310,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050310,embryo,SRP219759
SRR10039686,embryo invitro day 9,RNA-Seq,299,4821768312,PRJNA562548,SAMN12643555,1881254990,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774724,GSM4050311,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050311,embryo,SRP219759
SRR10039687,embryo invitro day 9,RNA-Seq,299,4970954302,PRJNA562548,SAMN12643554,1955919972,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774725,GSM4050312,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050312,embryo,SRP219759
SRR10039688,embryo invitro day 9,RNA-Seq,299,4683255363,PRJNA562548,SAMN12643590,1808660836,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774726,GSM4050313,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050313,embryo,SRP219759
SRR10039689,embryo invitro day 9,RNA-Seq,299,4546128259,PRJNA562548,SAMN12643589,1880731970,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774735,GSM4050314,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050314,embryo,SRP219759
SRR10039690,embryo invitro day 9,RNA-Seq,299,4218644507,PRJNA562548,SAMN12643588,1652603054,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774736,GSM4050315,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050315,embryo,SRP219759
SRR10039691,embryo invitro day 9,RNA-Seq,299,4690895037,PRJNA562548,SAMN12643587,1954478435,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774737,GSM4050316,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050316,embryo,SRP219759
SRR10039692,embryo invitro day 9,RNA-Seq,299,4983140832,PRJNA562548,SAMN12643570,1918137372,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774738,GSM4050317,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050317,embryo,SRP219759
SRR10039693,embryo invitro day 9,RNA-Seq,299,5093639803,PRJNA562548,SAMN12643569,1980337428,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774739,GSM4050318,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050318,embryo,SRP219759
SRR10039694,embryo invitro day 9,RNA-Seq,299,4954083974,PRJNA562548,SAMN12643568,1945237960,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774740,GSM4050319,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050319,embryo,SRP219759
SRR10039695,embryo invitro day 9,RNA-Seq,299,4731297932,PRJNA562548,SAMN12643567,1951459277,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774741,GSM4050320,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050320,embryo,SRP219759
SRR10039696,embryo invitro day 9,RNA-Seq,299,5014411236,PRJNA562548,SAMN12644321,2075036249,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774742,GSM4050321,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050321,embryo,SRP219759
SRR10039697,embryo invitro day 9,RNA-Seq,299,4731297114,PRJNA562548,SAMN12644320,1965075488,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774751,GSM4050322,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050322,embryo,SRP219759
SRR10039698,embryo invitro day 9,RNA-Seq,299,4191577380,PRJNA562548,SAMN12644319,1599412837,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774752,GSM4050323,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050323,embryo,SRP219759
SRR10039699,embryo invitro day 9,RNA-Seq,299,4722643943,PRJNA562548,SAMN12644318,1819743348,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774753,GSM4050324,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050324,embryo,SRP219759
SRR10039700,embryo invitro day 9,RNA-Seq,299,4476676122,PRJNA562548,SAMN12644317,1712090107,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774754,GSM4050325,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050325,embryo,SRP219759
SRR10039701,embryo invitro day 9,RNA-Seq,299,4012924965,PRJNA562548,SAMN12644316,1569768879,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774755,GSM4050326,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050326,embryo,SRP219759
SRR10039702,embryo invitro day 9,RNA-Seq,299,4127148627,PRJNA562548,SAMN12644315,1598716523,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774756,GSM4050327,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050327,embryo,SRP219759
SRR10039703,embryo invitro day 9,RNA-Seq,299,4957061896,PRJNA562548,SAMN12644314,1926413145,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774757,GSM4050328,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050328,embryo,SRP219759
SRR10039704,embryo invitro day 9,RNA-Seq,299,4710634142,PRJNA562548,SAMN12643936,1809543128,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774758,GSM4050329,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050329,embryo,SRP219759
SRR10039705,embryo invitro day 9,RNA-Seq,299,4466354096,PRJNA562548,SAMN12643935,1707938984,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774767,GSM4050330,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050330,embryo,SRP219759
SRR10039706,embryo invitro day 9,RNA-Seq,299,4758610161,PRJNA562548,SAMN12643934,1833407950,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774768,GSM4050331,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050331,embryo,SRP219759
SRR10039707,embryo invitro day 9,RNA-Seq,299,4159069931,PRJNA562548,SAMN12643933,1602864888,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774769,GSM4050332,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050332,embryo,SRP219759
SRR10039709,embryo invitro day 9,RNA-Seq,298,3901292230,PRJNA562548,SAMN12643965,1495911574,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774771,GSM4050334,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050334,embryo,SRP219759
SRR10039710,embryo invitro day 9,RNA-Seq,299,4665003945,PRJNA562548,SAMN12643964,1788560228,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774772,GSM4050335,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050335,embryo,SRP219759
SRR10039711,embryo invitro day 9,RNA-Seq,299,3852756256,PRJNA562548,SAMN12643963,1456422456,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774773,GSM4050336,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050336,embryo,SRP219759
