Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Development_stage,Experiment,genotype/variation,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR2089620,RNA-Seq,202,4081967318,PRJNA289146,SAMN03842817,1852481259,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",blastocyst,SRX1084871,wild type,GSM1811738,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811738,WT Blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089621,RNA-Seq,202,2835250184,PRJNA289146,SAMN03842818,1299219993,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",blastocyst,SRX1084872,wild type,GSM1811739,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811739,WT Blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089622,RNA-Seq,202,4695467780,PRJNA289146,SAMN03842732,2198934946,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",blastocyst,SRX1084873,wild type,GSM1811740,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811740,WT Blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089623,RNA-Seq,202,4321963518,PRJNA289146,SAMN03842733,2016719021,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",blastocyst,SRX1084874,wild type,GSM1811741,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811741,WT Blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089624,RNA-Seq,202,2148341104,PRJNA289146,SAMN03842734,1359313075,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084875,wild type,GSM1811742,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811742,WT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089625,RNA-Seq,202,1814274918,PRJNA289146,SAMN03842735,1180902515,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084876,wild type,GSM1811743,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811743,WT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089627,RNA-Seq,202,2351784394,PRJNA289146,SAMN03842737,1448615044,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084878,wild type,GSM1811745,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811745,WT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089628,RNA-Seq,202,2316059482,PRJNA289146,SAMN03842738,1437101672,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084879,wild type,GSM1811746,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811746,WT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089629,RNA-Seq,202,3630418740,PRJNA289146,SAMN03842739,1718126484,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,SRX1084880,wild type,GSM1811747,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811747,WT Morula,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089630,RNA-Seq,202,3767806818,PRJNA289146,SAMN03842740,1798292633,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,SRX1084881,wild type,GSM1811748,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811748,WT Morula,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089631,RNA-Seq,202,3450348264,PRJNA289146,SAMN03842741,1640729345,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,SRX1084882,wild type,GSM1811749,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811749,WT Morula,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089632,RNA-Seq,202,3627813344,PRJNA289146,SAMN03842742,1751420115,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,SRX1084883,wild type,GSM1811750,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811750,WT Morula,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089633,RNA-Seq,202,3022088468,PRJNA289146,SAMN03842743,1451878632,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,SRX1084884,wild type,GSM1811751,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811751,WT Morula,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089634,RNA-Seq,202,4360474010,PRJNA289146,SAMN03842744,2115743240,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,SRX1084885,wild type,GSM1811752,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811752,WT Morula,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089635,RNA-Seq,202,3507368824,PRJNA289146,SAMN03842745,1655135872,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",MII oocyte,SRX1084886,wild type,GSM1811753,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811753,WT MII oocyte,SRP060478,B6D2F1 (C57BL/6 X DBA/2),oocyte
SRR2089636,RNA-Seq,202,3258536538,PRJNA289146,SAMN03842746,1532185071,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",MII oocyte,SRX1084887,wild type,GSM1811754,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811754,WT MII oocyte,SRP060478,B6D2F1 (C57BL/6 X DBA/2),oocyte
SRR2089637,RNA-Seq,202,3039083334,PRJNA289146,SAMN03842747,1427861596,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",MII oocyte,SRX1084888,wild type,GSM1811755,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811755,WT MII oocyte,SRP060478,B6D2F1 (C57BL/6 X DBA/2),oocyte
SRR2089638,RNA-Seq,202,3214877470,PRJNA289146,SAMN03842748,1490078528,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",MII oocyte,SRX1084889,wild type,GSM1811756,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811756,WT MII oocyte,SRP060478,B6D2F1 (C57BL/6 X DBA/2),oocyte
SRR2089639,RNA-Seq,202,2679542524,PRJNA289146,SAMN03842749,1251931073,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",MII oocyte,SRX1084890,wild type,GSM1811757,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811757,WT MII oocyte,SRP060478,B6D2F1 (C57BL/6 X DBA/2),oocyte
SRR2089640,RNA-Seq,202,2809602648,PRJNA289146,SAMN03842750,1315304522,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",MII oocyte,SRX1084891,wild type,GSM1811758,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811758,WT MII oocyte,SRP060478,B6D2F1 (C57BL/6 X DBA/2),oocyte
SRR2089641,RNA-Seq,202,2069566760,PRJNA289146,SAMN03842751,930519534,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084892,wild type,GSM1811759,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811759,WT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089642,RNA-Seq,202,2111079578,PRJNA289146,SAMN03842752,932989496,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084893,wild type,GSM1811760,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811760,WT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089643,RNA-Seq,202,2410746578,PRJNA289146,SAMN03842753,1071458089,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084894,wild type,GSM1811761,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811761,WT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089644,RNA-Seq,202,2105617902,PRJNA289146,SAMN03842754,942581756,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084895,wild type,GSM1811762,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811762,WT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089645,RNA-Seq,202,2288848668,PRJNA289146,SAMN03842755,986582325,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084896,wild type,GSM1811763,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811763,WT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089646,RNA-Seq,202,2316005750,PRJNA289146,SAMN03842756,930608012,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084897,wild type,GSM1811764,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811764,WT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089647,RNA-Seq,202,3989112968,PRJNA289146,SAMN03842757,1869737811,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",zygote,SRX1084898,wild type,GSM1811765,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811765,WT Zygote,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089648,RNA-Seq,202,2988709382,PRJNA289146,SAMN03842758,1418591649,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",zygote,SRX1084899,wild type,GSM1811766,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811766,WT Zygote,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089649,RNA-Seq,202,4224395902,PRJNA289146,SAMN03842759,1987278999,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",zygote,SRX1084900,wild type,GSM1811767,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811767,WT Zygote,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089650,RNA-Seq,202,3909615060,PRJNA289146,SAMN03842760,1858860095,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",zygote,SRX1084901,wild type,GSM1811768,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811768,WT Zygote,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089651,RNA-Seq,202,4980382518,PRJNA289146,SAMN03842761,2338014617,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",zygote,SRX1084902,wild type,GSM1811769,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811769,WT Zygote,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089626,RNA-Seq,202,2373435764,PRJNA289146,SAMN03842736,1486939273,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084877,wild type,GSM1811744,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811744,WT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
