Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,embryo_type,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR9645940,RNA-Seq,300,5994850500,PRJNA552818,SAMN12219438,2405155814,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407885,GSM3928619,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928619,Embryo,SRP213116
SRR9645941,RNA-Seq,300,6021818400,PRJNA552818,SAMN12219437,2451585259,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407886,GSM3928620,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928620,Embryo,SRP213116
SRR9645942,RNA-Seq,300,6085982700,PRJNA552818,SAMN12219436,2471864095,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407887,GSM3928621,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928621,Embryo,SRP213116
SRR9645943,RNA-Seq,300,6085429800,PRJNA552818,SAMN12219435,2445984011,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407888,GSM3928622,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928622,Embryo,SRP213116
SRR9645944,RNA-Seq,300,6154681200,PRJNA552818,SAMN12219434,2485729153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407889,GSM3928623,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928623,Embryo,SRP213116
SRR9645945,RNA-Seq,300,6131240700,PRJNA552818,SAMN12219433,2483768919,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407890,GSM3928624,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928624,Embryo,SRP213116
SRR9645946,RNA-Seq,300,6201290100,PRJNA552818,SAMN12219432,2500141489,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407891,GSM3928625,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928625,Embryo,SRP213116
SRR9645947,RNA-Seq,300,5306401500,PRJNA552818,SAMN12219431,2141345779,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407892,GSM3928626,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928626,Embryo,SRP213116
SRR9645948,RNA-Seq,300,6147292800,PRJNA552818,SAMN12219430,2606364064,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407893,GSM3928627,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928627,Embryo,SRP213116
SRR9645949,RNA-Seq,300,6049966200,PRJNA552818,SAMN12219478,2472480889,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407894,GSM3928628,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928628,Embryo,SRP213116
SRR9645950,RNA-Seq,300,6182253900,PRJNA552818,SAMN12219477,2499644138,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407895,GSM3928629,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928629,Embryo,SRP213116
SRR9645952,RNA-Seq,300,6037890000,PRJNA552818,SAMN12219475,2425223170,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407897,GSM3928631,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928631,Embryo,SRP213116
SRR9645953,RNA-Seq,300,6147246900,PRJNA552818,SAMN12219474,2487629545,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407898,GSM3928632,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928632,Embryo,SRP213116
SRR9645954,RNA-Seq,300,6169658100,PRJNA552818,SAMN12219473,2491125016,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407899,GSM3928633,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928633,Embryo,SRP213116
SRR9645955,RNA-Seq,300,5670109500,PRJNA552818,SAMN12219472,2335549407,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407900,GSM3928634,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928634,Embryo,SRP213116
SRR9645956,RNA-Seq,300,5472484200,PRJNA552818,SAMN12219471,2219315245,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407901,GSM3928635,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928635,Embryo,SRP213116
SRR9645957,RNA-Seq,300,6100419600,PRJNA552818,SAMN12219470,2448670261,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407902,GSM3928636,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928636,Embryo,SRP213116
SRR9645958,RNA-Seq,300,6101157300,PRJNA552818,SAMN12219469,2453615750,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407903,GSM3928637,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928637,Embryo,SRP213116
SRR9645959,RNA-Seq,300,5225641800,PRJNA552818,SAMN12219468,2112872661,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407904,GSM3928638,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928638,Embryo,SRP213116
SRR9645960,RNA-Seq,300,4920870600,PRJNA552818,SAMN12219467,1953108739,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407905,GSM3928639,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928639,Embryo,SRP213116
SRR9645961,RNA-Seq,300,5520519000,PRJNA552818,SAMN12219466,2230831239,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407906,GSM3928640,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928640,Embryo,SRP213116
SRR9645962,RNA-Seq,300,6137677800,PRJNA552818,SAMN12219465,2494914666,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407907,GSM3928641,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928641,Embryo,SRP213116
SRR9645963,RNA-Seq,180,8462547180,PRJNA552818,SAMN12219331,6309574797,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407644,GSM3928346,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928346,Oocyte,SRP213116
SRR9645964,RNA-Seq,180,6176662200,PRJNA552818,SAMN12219330,4356196605,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407645,GSM3928347,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928347,Oocyte,SRP213116
SRR9645965,RNA-Seq,180,6645022200,PRJNA552818,SAMN12219329,5116289520,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407646,GSM3928348,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928348,Oocyte,SRP213116
SRR9645966,RNA-Seq,180,8430322680,PRJNA552818,SAMN12219328,6624497985,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407647,GSM3928349,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928349,Oocyte,SRP213116
SRR9645967,RNA-Seq,180,4765880700,PRJNA552818,SAMN12219327,3593634612,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407612,GSM3928350,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928350,Oocyte,SRP213116
SRR9645968,RNA-Seq,180,7429157280,PRJNA552818,SAMN12219326,5516431978,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407613,GSM3928351,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928351,Oocyte,SRP213116
SRR9645969,RNA-Seq,180,6278841000,PRJNA552818,SAMN12219325,4833727240,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407614,GSM3928352,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928352,Oocyte,SRP213116
SRR9645970,RNA-Seq,180,4592095740,PRJNA552818,SAMN12219324,3597662711,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407615,GSM3928353,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928353,Oocyte,SRP213116
SRR9645971,RNA-Seq,180,6216059520,PRJNA552818,SAMN12219374,4615939612,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Oocyte,Oocyte,SRX6407616,GSM3928354,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928354,Oocyte,SRP213116
SRR9645972,RNA-Seq,180,8456727780,PRJNA552818,SAMN12219373,6313626509,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,BI embryo,SRX6407617,GSM3928355,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928355,Embryo,SRP213116
SRR9645973,RNA-Seq,180,8516610540,PRJNA552818,SAMN12219372,6010985288,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,BI embryo,SRX6407618,GSM3928356,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928356,Embryo,SRP213116
SRR9645974,RNA-Seq,180,7801324560,PRJNA552818,SAMN12219371,5960227003,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,BI embryo,SRX6407619,GSM3928357,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928357,Embryo,SRP213116
SRR9645975,RNA-Seq,180,8561892060,PRJNA552818,SAMN12219370,6577821745,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,BI embryo,SRX6407620,GSM3928358,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928358,Embryo,SRP213116
SRR9645976,RNA-Seq,180,8535097980,PRJNA552818,SAMN12219369,6539437150,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,BI embryo,SRX6407621,GSM3928359,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928359,Embryo,SRP213116
SRR9645977,RNA-Seq,300,6013485600,PRJNA552818,SAMN12219368,2296064467,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,BI embryo,SRX6407622,GSM3928360,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928360,Embryo,SRP213116
SRR9645978,RNA-Seq,300,5948552400,PRJNA552818,SAMN12219367,2305093444,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,BI embryo,SRX6407623,GSM3928361,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928361,Embryo,SRP213116
SRR9645979,RNA-Seq,300,23050287000,PRJNA552818,SAMN12219366,9305602362,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407624,GSM3928362,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928362,Embryo,SRP213116
SRR9645980,RNA-Seq,300,27540408600,PRJNA552818,SAMN12219365,11401768536,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407625,GSM3928363,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928363,Embryo,SRP213116
SRR9645981,RNA-Seq,300,23616912300,PRJNA552818,SAMN12219364,9489692183,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407626,GSM3928364,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928364,Embryo,SRP213116
SRR9645982,RNA-Seq,300,16519453800,PRJNA552818,SAMN12219363,6683348880,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407627,GSM3928365,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928365,Embryo,SRP213116
SRR9645983,RNA-Seq,300,6057337500,PRJNA552818,SAMN12219362,2391167718,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407628,GSM3928366,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928366,Embryo,SRP213116
SRR9645984,RNA-Seq,300,6111203100,PRJNA552818,SAMN12219361,2419698532,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407629,GSM3928367,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928367,Embryo,SRP213116
SRR9645985,RNA-Seq,300,6030263400,PRJNA552818,SAMN12219360,2365112696,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407630,GSM3928368,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928368,Embryo,SRP213116
SRR9645986,RNA-Seq,300,6118972800,PRJNA552818,SAMN12219359,2355177360,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407631,GSM3928369,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928369,Embryo,SRP213116
SRR9645987,RNA-Seq,300,6022656300,PRJNA552818,SAMN12219358,2341360722,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407632,GSM3928370,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928370,Embryo,SRP213116
SRR9645988,RNA-Seq,300,6106869600,PRJNA552818,SAMN12219357,2335660380,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,BI embryo,SRX6407633,GSM3928371,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928371,Embryo,SRP213116
SRR9645989,RNA-Seq,180,7684313760,PRJNA552818,SAMN12219356,5873620601,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407634,GSM3928372,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928372,Embryo,SRP213116
SRR9645990,RNA-Seq,180,6095753100,PRJNA552818,SAMN12219355,4255151429,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407635,GSM3928373,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928373,Embryo,SRP213116
SRR9645991,RNA-Seq,180,7709368140,PRJNA552818,SAMN12219354,5640210617,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407636,GSM3928374,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928374,Embryo,SRP213116
SRR9645992,RNA-Seq,180,8430885720,PRJNA552818,SAMN12219353,6599411405,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407637,GSM3928375,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928375,Embryo,SRP213116
SRR9645993,RNA-Seq,180,8462484360,PRJNA552818,SAMN12219352,6600879984,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407638,GSM3928376,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928376,Embryo,SRP213116
SRR9645994,RNA-Seq,180,6203170980,PRJNA552818,SAMN12219351,4954870473,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407639,GSM3928377,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928377,Embryo,SRP213116
SRR9645995,RNA-Seq,180,8225323560,PRJNA552818,SAMN12219386,6534029090,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407640,GSM3928378,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928378,Embryo,SRP213116
SRR9645996,RNA-Seq,180,7332062220,PRJNA552818,SAMN12219385,5677106411,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407641,GSM3928379,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928379,Embryo,SRP213116
SRR9645997,RNA-Seq,180,5414947020,PRJNA552818,SAMN12219384,4103639726,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407642,GSM3928380,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928380,Embryo,SRP213116
SRR9645998,RNA-Seq,300,6103244100,PRJNA552818,SAMN12219383,2382585907,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407643,GSM3928381,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928381,Embryo,SRP213116
SRR9645999,RNA-Seq,300,6191894100,PRJNA552818,SAMN12219382,2431913106,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407648,GSM3928382,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928382,Embryo,SRP213116
SRR9646000,RNA-Seq,300,6035882400,PRJNA552818,SAMN12219381,2380269386,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407649,GSM3928383,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928383,Embryo,SRP213116
SRR9646001,RNA-Seq,300,5995988700,PRJNA552818,SAMN12219380,2387122709,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407650,GSM3928384,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928384,Embryo,SRP213116
SRR9646002,RNA-Seq,300,6035891700,PRJNA552818,SAMN12219377,2456454319,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407651,GSM3928385,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928385,Embryo,SRP213116
SRR9646003,RNA-Seq,300,6027355800,PRJNA552818,SAMN12219376,2379566815,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407652,GSM3928386,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928386,Embryo,SRP213116
SRR9646004,RNA-Seq,300,5485710000,PRJNA552818,SAMN12219375,2098044231,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407653,GSM3928387,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928387,Embryo,SRP213116
SRR9646005,RNA-Seq,300,6153560400,PRJNA552818,SAMN12219241,2321251707,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407654,GSM3928388,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928388,Embryo,SRP213116
SRR9646006,RNA-Seq,300,6037020600,PRJNA552818,SAMN12219240,2309622369,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407655,GSM3928389,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928389,Embryo,SRP213116
SRR9646007,RNA-Seq,300,4042087500,PRJNA552818,SAMN12219379,1534162742,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407656,GSM3928390,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928390,Embryo,SRP213116
SRR9646008,RNA-Seq,300,5945274000,PRJNA552818,SAMN12219378,2256216671,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407657,GSM3928391,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928391,Embryo,SRP213116
