Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,TREATMENT,surface_antigen_enrichment,Cell_Line
SRR1633345,RNA-Seq,202,2308784250,PRJNA265099,SAMN03145516,1082124326,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745216,GSM1533255,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533255,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-20,TRA-1-60+,
SRR1633347,RNA-Seq,202,2054404236,PRJNA265099,SAMN03145534,964051599,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745217,GSM1533256,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533256,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-24,TRA-1-60+,
SRR1633349,RNA-Seq,202,2837393000,PRJNA265099,SAMN03145527,2151648757,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745218,GSM1533257,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533257,hIPSCs from reprogrammed hiF cells (hIPSC),SRP049340,,,
SRR1633354,RNA-Seq,200,2020860400,PRJNA265099,SAMN03145530,1279296153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745219,GSM1533258,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533258,hIPSCs from reprogrammed hiF-T cells (hIPSC-T),SRP049340,,,
SRR1633356,RNA-Seq,200,2043097800,PRJNA265099,SAMN03145545,1442204637,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745220,GSM1533259,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533259,hIPSCs from reprogrammed hiF-T cells (hIPSC-T),SRP049340,,,
SRR1633360,RNA-Seq,200,1467571000,PRJNA265099,SAMN03145544,933833629,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745221,GSM1533260,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533260,hIPSCs from reprogrammed hiF-T cells (hIPSC-T),SRP049340,,,
SRR1633361,RNA-Seq,200,1472584800,PRJNA265099,SAMN03145544,942588370,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745221,GSM1533260,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533260,hIPSCs from reprogrammed hiF-T cells (hIPSC-T),SRP049340,,,
SRR1633363,RNA-Seq,200,1410895000,PRJNA265099,SAMN03145521,895682255,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745222,GSM1533261,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533261,hIPSCs from reprogrammed hiF-T cells (hIPSC-T),SRP049340,,,
SRR2038462,RNA-Seq,302,2059423768,PRJNA265099,SAMN03732516,1274887382,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037193,GSM1694953,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694953,reprogramming intermediates of hiF cells,SRP049340,,,11
SRR2038463,RNA-Seq,202,4647389962,PRJNA265099,SAMN03732517,2863731443,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037194,GSM1694954,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694954,reference hESC line,SRP049340,,,H1
SRR2038464,RNA-Seq,202,6214684934,PRJNA265099,SAMN03732518,3874483141,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037195,GSM1694955,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694955,reference hESC line,SRP049340,,,H9
SRR2038465,RNA-Seq,202,5234942918,PRJNA265099,SAMN03732519,3274149008,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037196,GSM1694956,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694956,reference hESC line,SRP049340,,,HUES1
SRR2038466,RNA-Seq,202,4503136308,PRJNA265099,SAMN03732520,2724631429,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037197,GSM1694957,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694957,reference hESC line,SRP049340,,,HUES3
SRR2038467,RNA-Seq,202,4411197624,PRJNA265099,SAMN03732521,2701989219,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037198,GSM1694958,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694958,reference hESC line,SRP049340,,,HUES8
SRR2038468,RNA-Seq,202,4249065152,PRJNA265099,SAMN03732522,2585215498,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037199,GSM1694959,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694959,reference hESC line,SRP049340,,,HUES9
SRR2038469,RNA-Seq,202,3706284486,PRJNA265099,SAMN03732523,2244692213,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037200,GSM1694960,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694960,reference hESC line,SRP049340,,,HUES13
SRR2038470,RNA-Seq,202,4815571728,PRJNA265099,SAMN03732524,2951053604,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037201,GSM1694961,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694961,reference hESC line,SRP049340,,,HUES28
SRR2038471,RNA-Seq,202,5428157534,PRJNA265099,SAMN03732525,3286522913,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037202,GSM1694962,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694962,reference hESC line,SRP049340,,,HUES44
SRR2038472,RNA-Seq,202,5006120752,PRJNA265099,SAMN03732526,3110987453,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037203,GSM1694963,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694963,reference hESC line,SRP049340,,,HUES45
SRR2038473,RNA-Seq,202,4803927842,PRJNA265099,SAMN03732527,2961882184,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037204,GSM1694964,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694964,reference hESC line,SRP049340,,,HUES48
SRR2038474,RNA-Seq,202,6769090498,PRJNA265099,SAMN03732528,4259540711,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037205,GSM1694965,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694965,reference hESC line,SRP049340,,,HUES49
SRR2038475,RNA-Seq,202,3934606096,PRJNA265099,SAMN03732529,2381044719,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037206,GSM1694966,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694966,reference hESC line,SRP049340,,,HUES53
SRR2038476,RNA-Seq,202,4336368946,PRJNA265099,SAMN03732530,2667540963,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037207,GSM1694967,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694967,reference hESC line,SRP049340,,,HUES62
SRR2038477,RNA-Seq,202,4899182154,PRJNA265099,SAMN03732532,3003388957,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037209,GSM1694969,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694969,reference hESC line,SRP049340,,,HUES64
SRR2038478,RNA-Seq,202,7320326480,PRJNA265099,SAMN03732531,4508150666,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037208,GSM1694968,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694968,reference hESC line,SRP049340,,,HUES63
SRR2038479,RNA-Seq,202,3902842606,PRJNA265099,SAMN03732533,2360725946,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037210,GSM1694970,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694970,reference hESC line,SRP049340,,,HUES65
SRR2038480,RNA-Seq,202,3864313732,PRJNA265099,SAMN03732534,2377603034,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037211,GSM1694971,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694971,reference hESC line,SRP049340,,,HUES66
SRR2038481,RNA-Seq,202,3995851890,PRJNA265099,SAMN03732535,2485222625,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037212,GSM1694972,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694972,reference hIPSC line,SRP049340,,,hIPSC11b
SRR2038482,RNA-Seq,202,3618747180,PRJNA265099,SAMN03732536,2221071725,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037213,GSM1694973,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694973,reference hIPSC line,SRP049340,,,hIPSC11c
SRR2038483,RNA-Seq,202,5435764450,PRJNA265099,SAMN03732537,3431910044,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037214,GSM1694974,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694974,reference hIPSC line,SRP049340,,,hIPSC15b
SRR2038484,RNA-Seq,202,4880228292,PRJNA265099,SAMN03732538,3065296716,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037215,GSM1694975,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694975,reference hIPSC line,SRP049340,,,hIPSC17a
SRR2038485,RNA-Seq,202,4550302702,PRJNA265099,SAMN03732539,2863135505,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037216,GSM1694976,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694976,reference hIPSC line,SRP049340,,,hIPSC17b
SRR2038486,RNA-Seq,202,4057176868,PRJNA265099,SAMN03732540,2468783293,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037217,GSM1694977,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694977,reference hIPSC line,SRP049340,,,hIPSC18
SRR2038487,RNA-Seq,202,2910360854,PRJNA265099,SAMN03732541,1770350110,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037218,GSM1694978,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694978,reference hIPSC line,SRP049340,,,hIPSC18b
SRR2038488,RNA-Seq,202,4620693036,PRJNA265099,SAMN03732542,2805773303,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037219,GSM1694979,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694979,reference hIPSC line,SRP049340,,,hIPSC18c
SRR2038489,RNA-Seq,202,4704733924,PRJNA265099,SAMN03732543,2933340402,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037220,GSM1694980,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694980,reference hIPSC line,SRP049340,,,hIPSC20b
SRR2038490,RNA-Seq,202,3754640256,PRJNA265099,SAMN03732545,2300087784,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037221,GSM1694981,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694981,reference hIPSC line,SRP049340,,,hIPSC27b
SRR2038491,RNA-Seq,202,4696109130,PRJNA265099,SAMN03732515,2959180663,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037222,GSM1694982,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694982,reference hIPSC line,SRP049340,,,hIPSC27e
SRR2038492,RNA-Seq,202,4745147660,PRJNA265099,SAMN03732544,2911973918,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1037223,GSM1694983,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1694983,reference hIPSC line,SRP049340,,,hIPSC29e
