Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,development_day,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Stage
SRR8483740,RNA-Seq,300,1149717900,PRJNA516921,SAMN10815205,446035663,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288341,GSM3578333,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578333,trophoblasts,SRP181926,implantation
SRR8483741,RNA-Seq,300,1685819100,PRJNA516921,SAMN10815373,660005483,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288342,GSM3578334,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578334,trophoblasts,SRP181926,implantation
SRR8483742,RNA-Seq,300,1493568900,PRJNA516921,SAMN10815372,596012964,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288343,GSM3578335,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578335,trophoblasts,SRP181926,implantation
SRR8483743,RNA-Seq,300,2446547700,PRJNA516921,SAMN10815371,973248359,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288344,GSM3578336,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578336,trophoblasts,SRP181926,implantation
SRR8483744,RNA-Seq,300,1386537000,PRJNA516921,SAMN10815204,537249742,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288345,GSM3578337,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578337,trophoblasts,SRP181926,implantation
SRR8483745,RNA-Seq,300,1376950800,PRJNA516921,SAMN10815203,528329834,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288346,GSM3578338,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578338,trophoblasts,SRP181926,implantation
SRR8483746,RNA-Seq,300,1069026300,PRJNA516921,SAMN10815202,429455632,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288347,GSM3578339,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578339,trophoblasts,SRP181926,implantation
SRR8483747,RNA-Seq,300,1509970500,PRJNA516921,SAMN10815201,571169710,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288348,GSM3578340,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578340,trophoblasts,SRP181926,implantation
SRR8483748,RNA-Seq,300,1327878600,PRJNA516921,SAMN10815200,497425673,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288349,GSM3578341,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578341,trophoblasts,SRP181926,implantation
SRR8483749,RNA-Seq,300,980827200,PRJNA516921,SAMN10815269,372621981,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288350,GSM3578342,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578342,trophoblasts,SRP181926,implantation
SRR8483750,RNA-Seq,300,980972700,PRJNA516921,SAMN10815268,385453945,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288351,GSM3578343,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578343,trophoblasts,SRP181926,implantation
SRR8483751,RNA-Seq,300,757869300,PRJNA516921,SAMN10815267,299956012,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288352,GSM3578344,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578344,trophoblasts,SRP181926,implantation
SRR8483752,RNA-Seq,300,999691500,PRJNA516921,SAMN10815266,392959027,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288353,GSM3578345,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578345,trophoblasts,SRP181926,implantation
SRR8483753,RNA-Seq,300,781473600,PRJNA516921,SAMN10815265,312947043,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288354,GSM3578346,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578346,trophoblasts,SRP181926,implantation
SRR8483754,RNA-Seq,300,860682000,PRJNA516921,SAMN10815264,331622721,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288355,GSM3578347,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578347,trophoblasts,SRP181926,implantation
SRR8483755,RNA-Seq,300,1628310900,PRJNA516921,SAMN10815263,639862362,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288356,GSM3578348,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578348,trophoblasts,SRP181926,implantation
SRR8483756,RNA-Seq,300,1539129600,PRJNA516921,SAMN10815262,604041068,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288381,GSM3578349,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578349,trophoblasts,SRP181926,implantation
SRR8483757,RNA-Seq,300,1150716900,PRJNA516921,SAMN10815261,456170123,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288382,GSM3578350,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578350,trophoblasts,SRP181926,implantation
SRR8483758,RNA-Seq,300,1522992600,PRJNA516921,SAMN10815260,596944446,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288383,GSM3578351,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578351,trophoblasts,SRP181926,implantation
SRR8483759,RNA-Seq,300,1594430400,PRJNA516921,SAMN10815259,632261367,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288384,GSM3578352,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578352,trophoblasts,SRP181926,implantation
SRR8483760,RNA-Seq,300,1344780000,PRJNA516921,SAMN10815258,530741491,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288385,GSM3578353,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578353,trophoblasts,SRP181926,implantation
SRR8483761,RNA-Seq,300,1674578100,PRJNA516921,SAMN10815257,659293857,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288386,GSM3578354,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578354,trophoblasts,SRP181926,implantation
SRR8483762,RNA-Seq,300,1275475500,PRJNA516921,SAMN10815256,501942489,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288387,GSM3578355,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578355,trophoblasts,SRP181926,implantation
SRR8483763,RNA-Seq,300,1137733800,PRJNA516921,SAMN10815255,456395140,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288388,GSM3578356,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578356,trophoblasts,SRP181926,implantation
SRR8483764,RNA-Seq,300,1305149100,PRJNA516921,SAMN10815254,524809720,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288389,GSM3578357,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578357,trophoblasts,SRP181926,implantation
SRR8483765,RNA-Seq,300,1582025400,PRJNA516921,SAMN10815253,622117607,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288390,GSM3578358,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578358,trophoblasts,SRP181926,implantation
SRR8483766,RNA-Seq,300,1724064300,PRJNA516921,SAMN10815252,675101292,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288391,GSM3578359,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578359,trophoblasts,SRP181926,implantation
SRR8483767,RNA-Seq,300,1619263800,PRJNA516921,SAMN10815251,625194007,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288392,GSM3578360,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578360,trophoblasts,SRP181926,implantation
SRR8483768,RNA-Seq,300,1472380200,PRJNA516921,SAMN10815250,608091216,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288393,GSM3578361,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578361,trophoblasts,SRP181926,implantation
SRR8483769,RNA-Seq,300,1262010300,PRJNA516921,SAMN10815249,493075882,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288394,GSM3578362,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578362,trophoblasts,SRP181926,implantation
SRR8483770,RNA-Seq,300,1684978800,PRJNA516921,SAMN10815166,654231839,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288395,GSM3578363,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578363,trophoblasts,SRP181926,implantation
SRR8483771,RNA-Seq,300,1556606100,PRJNA516921,SAMN10815171,611018070,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288396,GSM3578364,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578364,trophoblasts,SRP181926,implantation
SRR8483772,RNA-Seq,300,1607830500,PRJNA516921,SAMN10815170,622936851,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288397,GSM3578365,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578365,trophoblasts,SRP181926,implantation
SRR8483773,RNA-Seq,300,2136883500,PRJNA516921,SAMN10815169,841990232,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288398,GSM3578366,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578366,trophoblasts,SRP181926,implantation
SRR8483774,RNA-Seq,300,1786784400,PRJNA516921,SAMN10815168,766507941,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288399,GSM3578367,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578367,trophoblasts,SRP181926,blastocyst
SRR8483775,RNA-Seq,300,670698900,PRJNA516921,SAMN10815167,283545602,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288400,GSM3578368,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578368,trophoblasts,SRP181926,blastocyst
SRR8483776,RNA-Seq,300,1179517800,PRJNA516921,SAMN10815232,501888959,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288401,GSM3578369,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578369,trophoblasts,SRP181926,blastocyst
SRR8483777,RNA-Seq,300,954208200,PRJNA516921,SAMN10815231,406275065,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288402,GSM3578370,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578370,trophoblasts,SRP181926,blastocyst
SRR8483778,RNA-Seq,300,1479864600,PRJNA516921,SAMN10815230,630588490,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288403,GSM3578371,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578371,trophoblasts,SRP181926,blastocyst
SRR8483779,RNA-Seq,300,3137087100,PRJNA516921,SAMN10815229,1313764863,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288404,GSM3578372,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578372,trophoblasts,SRP181926,blastocyst
SRR8483780,RNA-Seq,300,580412400,PRJNA516921,SAMN10815228,249258072,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288418,GSM3578373,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578373,trophoblasts,SRP181926,blastocyst
SRR8483781,RNA-Seq,300,1297328100,PRJNA516921,SAMN10815227,558316064,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288419,GSM3578374,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578374,trophoblasts,SRP181926,blastocyst
SRR8483782,RNA-Seq,300,409521900,PRJNA516921,SAMN10815226,175930097,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288420,GSM3578375,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578375,trophoblasts,SRP181926,blastocyst
SRR8483783,RNA-Seq,300,1181631000,PRJNA516921,SAMN10815225,489770535,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day6,SRX5288421,GSM3578376,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578376,trophoblasts,SRP181926,blastocyst
SRR8483784,RNA-Seq,300,532503300,PRJNA516921,SAMN10815224,212820090,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288422,GSM3578377,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578377,trophoblasts,SRP181926,post-implantation
SRR8483785,RNA-Seq,300,484887600,PRJNA516921,SAMN10815223,197146793,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288423,GSM3578378,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578378,trophoblasts,SRP181926,post-implantation
SRR8483786,RNA-Seq,300,1488471600,PRJNA516921,SAMN10815222,618104887,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288424,GSM3578379,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578379,trophoblasts,SRP181926,post-implantation
SRR8483787,RNA-Seq,300,721780800,PRJNA516921,SAMN10815221,291885983,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288425,GSM3578380,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578380,trophoblasts,SRP181926,post-implantation
SRR8483788,RNA-Seq,300,600537600,PRJNA516921,SAMN10815220,250412743,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288426,GSM3578381,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578381,trophoblasts,SRP181926,post-implantation
SRR8483789,RNA-Seq,300,775336800,PRJNA516921,SAMN10815219,316596206,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288427,GSM3578382,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578382,trophoblasts,SRP181926,post-implantation
SRR8483790,RNA-Seq,300,538971900,PRJNA516921,SAMN10815218,221704230,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288428,GSM3578383,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578383,trophoblasts,SRP181926,post-implantation
SRR8483791,RNA-Seq,300,266095500,PRJNA516921,SAMN10815217,109332788,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288429,GSM3578384,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578384,trophoblasts,SRP181926,post-implantation
SRR8483792,RNA-Seq,300,640796700,PRJNA516921,SAMN10815216,264059785,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288430,GSM3578385,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578385,trophoblasts,SRP181926,post-implantation
SRR8483793,RNA-Seq,300,533004000,PRJNA516921,SAMN10815215,216099233,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288431,GSM3578386,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578386,trophoblasts,SRP181926,post-implantation
SRR8483794,RNA-Seq,300,1072564200,PRJNA516921,SAMN10815214,431052210,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288432,GSM3578387,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578387,trophoblasts,SRP181926,post-implantation
SRR8483795,RNA-Seq,300,314781000,PRJNA516921,SAMN10815213,130483942,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288433,GSM3578388,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578388,trophoblasts,SRP181926,post-implantation
SRR8483796,RNA-Seq,300,251507400,PRJNA516921,SAMN10815210,101855068,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288434,GSM3578389,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578389,trophoblasts,SRP181926,post-implantation
SRR8483797,RNA-Seq,300,391703100,PRJNA516921,SAMN10815209,157917883,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288435,GSM3578390,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578390,trophoblasts,SRP181926,post-implantation
SRR8483798,RNA-Seq,300,486219300,PRJNA516921,SAMN10815248,194290355,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288436,GSM3578391,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578391,trophoblasts,SRP181926,post-implantation
SRR8483799,RNA-Seq,300,507701700,PRJNA516921,SAMN10815247,207821107,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288437,GSM3578392,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578392,trophoblasts,SRP181926,post-implantation
SRR8483800,RNA-Seq,300,681750900,PRJNA516921,SAMN10815246,273946432,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288438,GSM3578393,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578393,trophoblasts,SRP181926,post-implantation
SRR8483801,RNA-Seq,300,494375100,PRJNA516921,SAMN10815212,199974252,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288439,GSM3578394,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578394,trophoblasts,SRP181926,post-implantation
SRR8483802,RNA-Seq,300,600583500,PRJNA516921,SAMN10815211,244521306,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288440,GSM3578395,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578395,trophoblasts,SRP181926,post-implantation
SRR8483803,RNA-Seq,300,422832300,PRJNA516921,SAMN10815245,171009244,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288441,GSM3578396,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578396,trophoblasts,SRP181926,post-implantation
SRR8483804,RNA-Seq,300,406579500,PRJNA516921,SAMN10815244,166222762,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288442,GSM3578397,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578397,trophoblasts,SRP181926,post-implantation
SRR8483805,RNA-Seq,300,675647400,PRJNA516921,SAMN10815243,273984403,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288443,GSM3578398,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578398,trophoblasts,SRP181926,post-implantation
SRR8483806,RNA-Seq,300,698864400,PRJNA516921,SAMN10815242,281859590,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288444,GSM3578399,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578399,trophoblasts,SRP181926,post-implantation
SRR8483807,RNA-Seq,300,1610394300,PRJNA516921,SAMN10815241,648196641,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288445,GSM3578400,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578400,trophoblasts,SRP181926,post-implantation
SRR8483808,RNA-Seq,300,974024400,PRJNA516921,SAMN10815240,396220202,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288446,GSM3578401,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578401,trophoblasts,SRP181926,post-implantation
SRR8483809,RNA-Seq,300,319305300,PRJNA516921,SAMN10815239,132929123,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day10,SRX5288447,GSM3578402,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578402,trophoblasts,SRP181926,post-implantation
