Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Time
SRR8952775,RNA-Seq,300,2210605800,PRJNA534673,SAMN11492871,937067013,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732608,GSM3735378,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735378,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952776,RNA-Seq,300,2492936400,PRJNA534673,SAMN11492870,1071323367,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732609,GSM3735379,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735379,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952827,RNA-Seq,202,329968212,PRJNA534673,SAMN11492911,127811520,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732660,GSM3735430,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735430,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952802,RNA-Seq,300,2371759200,PRJNA534673,SAMN11492832,991294369,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732635,GSM3735405,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735405,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952748,RNA-Seq,300,1805479800,PRJNA534673,SAMN11492808,780423524,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732581,GSM3735351,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735351,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952790,RNA-Seq,300,2080269000,PRJNA534673,SAMN11492856,882357636,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732623,GSM3735393,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735393,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952707,RNA-Seq,202,1716189980,PRJNA534673,SAMN11492891,658962789,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732540,GSM3735310,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735310,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952719,RNA-Seq,202,1326518648,PRJNA534673,SAMN11492849,525322882,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732552,GSM3735322,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735322,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952778,RNA-Seq,300,1914869400,PRJNA534673,SAMN11492868,828122715,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732611,GSM3735381,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735381,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952798,RNA-Seq,300,1797869700,PRJNA534673,SAMN11492836,764513966,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732631,GSM3735401,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735401,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952832,RNA-Seq,202,1585360842,PRJNA534673,SAMN11492906,619943795,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732665,GSM3735435,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735435,trophoblast cells,SRP193790,Day 8 (Extended culture)
