Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Development_stage,Experiment,GEO_Accession (exp),Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,TISSUE
SRR445721,RNA-Seq,100,3652834700,PRJNA153427,SAMN00828833,2265323784,human preimplantation blastomere (zygote),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130000,GSM896806,Illumina HiSeq 2000,GSM896806: Zygote #1-C1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896806,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445722,RNA-Seq,100,3286531500,PRJNA153427,SAMN00828834,2041709355,human preimplantation blastomere (zygote),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130001,GSM896807,Illumina HiSeq 2000,GSM896807: Zygote #1-C2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896807,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445723,RNA-Seq,100,4105728900,PRJNA153427,SAMN00828835,2651369871,human preimplantation blastomere (zygote),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130002,GSM896808,Illumina HiSeq 2000,GSM896808: Zygote #1-C3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896808,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445724,RNA-Seq,100,5089652800,PRJNA153427,SAMN00828836,3384182689,human preimplantation blastomere (2-cell),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130003,GSM896809,Illumina HiSeq 2000,GSM896809: 2-cell #1-C1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896809,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445725,RNA-Seq,100,5195490400,PRJNA153427,SAMN00828837,3452241112,human preimplantation blastomere (2-cell),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130004,GSM896810,Illumina HiSeq 2000,GSM896810: 2-cell #1-C2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896810,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445726,RNA-Seq,100,4918077300,PRJNA153427,SAMN00828838,3259728255,human preimplantation blastomere (2-cell),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130005,GSM896811,Illumina HiSeq 2000,GSM896811: 2-cell #2-C1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896811,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445727,RNA-Seq,100,5251869800,PRJNA153427,SAMN00828839,3497975040,human preimplantation blastomere (2-cell),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130006,GSM896812,Illumina HiSeq 2000,GSM896812: 2-cell #2-C2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896812,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445728,RNA-Seq,100,4872718800,PRJNA153427,SAMN00828840,3265632812,human preimplantation blastomere (2-cell),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130007,GSM896813,Illumina HiSeq 2000,GSM896813: 2-cell #3-C1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896813,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445729,RNA-Seq,100,5915537000,PRJNA153427,SAMN00828841,3951281566,human preimplantation blastomere (2-cell),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX130008,GSM896814,Illumina HiSeq 2000,GSM896814: 2-cell #3-C2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896814,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445730,RNA-Seq,100,3118712300,PRJNA153427,SAMN00828842,2146562711,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX130009,GSM896815,Illumina HiSeq 2000,GSM896815: ES p0#1-C1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896815,cDNAs of individual cell of human embryonic stem cells,SRP011546,human embryonic stem cell line
SRR445731,RNA-Seq,100,3728838800,PRJNA153427,SAMN00828843,2555416976,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX130010,GSM896816,Illumina HiSeq 2000,GSM896816: ES p0#1-C2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896816,cDNAs of individual cell of human embryonic stem cells,SRP011546,human embryonic stem cell line
