Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_count,cell_ID,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Time_point,Treatment
SRR12863585,OTHER,74,20062658,PRJNA603321,SAMN16504675,7913642,1,VZA01702.F11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329658,GSM4841419,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841419,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863586,OTHER,74,14947556,PRJNA603321,SAMN16504674,5900946,1,VZA01702.F12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329659,GSM4841420,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841420,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863588,OTHER,74,14338388,PRJNA603321,SAMN16504704,5676289,1,VZA01702.F14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329661,GSM4841422,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841422,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863590,OTHER,74,10248556,PRJNA603321,SAMN16504702,4074206,1,VZA01702.F16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329663,GSM4841424,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841424,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863593,OTHER,74,11907414,PRJNA603321,SAMN16504698,4735031,1,VZA01702.F19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329666,GSM4841427,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841427,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863595,OTHER,74,22734650,PRJNA603321,SAMN16504638,8960485,1,VZA01702.F21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330340,GSM4841429,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841429,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863597,OTHER,74,13355668,PRJNA603321,SAMN16504636,5308496,1,VZA01702.F23,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330342,GSM4841431,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841431,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863599,OTHER,74,22340008,PRJNA603321,SAMN16504634,8738829,1,VZA01702.G01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330344,GSM4841433,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841433,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863601,OTHER,74,5950710,PRJNA603321,SAMN16504632,2403779,1,VZA01702.G03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330346,GSM4841435,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841435,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863603,OTHER,74,21583358,PRJNA603321,SAMN16504655,8460391,1,VZA01702.G05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330348,GSM4841437,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841437,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863606,OTHER,74,17309266,PRJNA603321,SAMN16504652,6798333,1,VZA01702.G08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330351,GSM4841440,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841440,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863608,OTHER,74,48592248,PRJNA603321,SAMN16504650,18924455,1,VZA01702.G10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330353,GSM4841442,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841442,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863610,OTHER,74,16969902,PRJNA603321,SAMN16504646,6669563,1,VZA01702.G12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330355,GSM4841444,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841444,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863612,OTHER,74,22085374,PRJNA603321,SAMN16504672,8656329,1,VZA01702.G14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330357,GSM4841446,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841446,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863615,OTHER,74,24770760,PRJNA603321,SAMN16504648,9714454,1,VZA01702.G17,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330360,GSM4841449,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841449,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863617,OTHER,74,11459418,PRJNA603321,SAMN16504669,4530626,1,VZA01702.G19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330362,GSM4841451,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841451,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863618,OTHER,74,22423332,PRJNA603321,SAMN16504668,8771619,1,VZA01702.G20,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331179,GSM4841452,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841452,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863620,OTHER,74,23289798,PRJNA603321,SAMN16504666,9135614,1,VZA01702.G22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331181,GSM4841454,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841454,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863623,OTHER,74,13423452,PRJNA603321,SAMN16504663,5339286,1,VZA01702.H01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331184,GSM4841457,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841457,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863625,OTHER,74,11596836,PRJNA603321,SAMN16504541,4617139,1,VZA01702.H03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331186,GSM4841459,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841459,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863627,OTHER,74,21003568,PRJNA603321,SAMN16504539,8314093,1,VZA01702.H05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331188,GSM4841461,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841461,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863629,OTHER,74,19728178,PRJNA603321,SAMN16504537,7797173,1,VZA01702.H07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331190,GSM4841463,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841463,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863630,OTHER,74,13605196,PRJNA603321,SAMN16504536,5402955,1,VZA01702.H08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331191,GSM4841464,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841464,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863632,OTHER,74,27932632,PRJNA603321,SAMN16504568,11001636,1,VZA01702.H10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331193,GSM4841466,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841466,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863633,OTHER,74,15078462,PRJNA603321,SAMN16504567,5981494,1,VZA01702.H11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331194,GSM4841467,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841467,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863635,OTHER,74,10943712,PRJNA603321,SAMN16504565,4346464,1,VZA01702.H13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331196,GSM4841469,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841469,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863636,OTHER,74,23450378,PRJNA603321,SAMN16504564,9249682,1,VZA01702.H14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331197,GSM4841470,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841470,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863638,OTHER,74,20050300,PRJNA603321,SAMN16504562,7907257,1,VZA01702.H16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331199,GSM4841472,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841472,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863640,OTHER,74,14397884,PRJNA603321,SAMN16504560,5717962,1,VZA01702.H18,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331201,GSM4841474,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841474,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863642,OTHER,74,17793892,PRJNA603321,SAMN16504558,7030846,1,VZA01702.H20,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327172,GSM4841476,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841476,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863644,OTHER,74,14839960,PRJNA603321,SAMN16504587,5912889,1,VZA01702.H22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327174,GSM4841478,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841478,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863645,OTHER,74,20772614,PRJNA603321,SAMN16504557,8243445,1,VZA01702.H23,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327175,GSM4841479,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841479,DNTR-seq DNA library,SRP245376,48h,Control
SRR12863647,OTHER,74,19954766,PRJNA603321,SAMN16504555,7822883,1,VZA01702.I01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327177,GSM4841481,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841481,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863649,OTHER,74,11366400,PRJNA603321,SAMN16504586,4502290,1,VZA01702.I03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327179,GSM4841483,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841483,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863651,OTHER,74,21083340,PRJNA603321,SAMN16504584,8273426,1,VZA01702.I05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327181,GSM4841485,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841485,DNTR-seq DNA library,SRP245376,48h,X-ray 1Gy
SRR12863654,OTHER,74,30896776,PRJNA603321,SAMN16505512,12201392,1,VZA01803.F16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329991,GSM4843802,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843802,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863657,OTHER,74,23800472,PRJNA603321,SAMN16505509,9871772,1,VZA01803.F19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329994,GSM4843805,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843805,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863659,OTHER,74,26144496,PRJNA603321,SAMN16505553,10402603,1,VZA01803.F21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329996,GSM4843807,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843807,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863660,OTHER,74,43246340,PRJNA603321,SAMN16505552,17139843,1,VZA01803.F22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329997,GSM4843808,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843808,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863662,OTHER,74,28358650,PRJNA603321,SAMN16505550,11272803,1,VZA01803.F24,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329999,GSM4843810,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843810,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863664,OTHER,74,18346894,PRJNA603321,SAMN16505548,7296739,1,VZA01803.G02,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330001,GSM4843812,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843812,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863666,OTHER,74,28766686,PRJNA603321,SAMN16505546,11313154,1,VZA01803.G04,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331443,GSM4843814,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843814,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863667,OTHER,74,10765224,PRJNA603321,SAMN16505545,4275234,1,VZA01803.G05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331444,GSM4843815,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843815,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863669,OTHER,74,4061342,PRJNA603321,SAMN16505543,1681186,1,VZA01803.G07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331446,GSM4843817,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843817,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863670,OTHER,74,25502472,PRJNA603321,SAMN16505542,10015368,1,VZA01803.G08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331447,GSM4843818,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843818,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863672,OTHER,74,28929264,PRJNA603321,SAMN16505540,11340823,1,VZA01803.G10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331449,GSM4843820,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843820,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863673,OTHER,74,61790,PRJNA603321,SAMN16505539,104041,1,VZA01803.G11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331450,GSM4843821,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843821,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863675,OTHER,74,22720516,PRJNA603321,SAMN16505537,8983954,1,VZA01803.G13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331452,GSM4843823,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843823,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863677,OTHER,74,33448074,PRJNA603321,SAMN16505535,13107708,1,VZA01803.G15,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331454,GSM4843825,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843825,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863679,OTHER,74,30878646,PRJNA603321,SAMN16505505,12142909,1,VZA01803.G17,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331456,GSM4843827,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843827,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863680,OTHER,74,33525404,PRJNA603321,SAMN16505504,13378309,1,VZA01803.G18,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331457,GSM4843828,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843828,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863681,OTHER,74,18640822,PRJNA603321,SAMN16505503,7669498,1,VZA01803.G19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331458,GSM4843829,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843829,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863682,OTHER,74,25471392,PRJNA603321,SAMN16505502,10036617,1,VZA01803.G20,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331459,GSM4843830,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843830,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863683,OTHER,74,11186580,PRJNA603321,SAMN16505501,4485638,1,VZA01803.G21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331460,GSM4843831,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843831,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863685,OTHER,74,108706,PRJNA603321,SAMN16505499,126649,1,VZA01803.G23,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331462,GSM4843833,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843833,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863688,OTHER,74,37544418,PRJNA603321,SAMN16505495,14853032,1,VZA01803.H02,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331465,GSM4843836,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843836,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863691,OTHER,74,2347428,PRJNA603321,SAMN16505492,1008031,1,VZA01803.H05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328663,GSM4843839,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843839,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863693,OTHER,74,28400756,PRJNA603321,SAMN16505490,11244946,1,VZA01803.H07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328665,GSM4843841,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843841,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863695,OTHER,74,17978670,PRJNA603321,SAMN16505488,7156606,1,VZA01803.H09,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328667,GSM4843843,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843843,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863697,OTHER,74,13142252,PRJNA603321,SAMN16505486,5210106,1,VZA01803.H11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328669,GSM4843845,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843845,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863700,OTHER,74,35515708,PRJNA603321,SAMN16505526,14034117,1,VZA01803.H14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328672,GSM4843848,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843848,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863702,OTHER,74,38097864,PRJNA603321,SAMN16505524,15058737,1,VZA01803.H16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328674,GSM4843850,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843850,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863704,OTHER,74,36995856,PRJNA603321,SAMN16505522,14623407,1,VZA01803.H18,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328676,GSM4843852,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843852,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12863705,OTHER,74,21143650,PRJNA603321,SAMN16505521,8751580,1,VZA01803.H19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328677,GSM4843853,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843853,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
